государственный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
контактный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
пожилой + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
совершеннолетний/несовершеннолетний + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
военный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
духовный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
общественный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
мелкий + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
застраховывать + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
сопровождать + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
аффилировать + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
уполномочивать + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
единичный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
указанный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
данный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
реальный&pl + @@лицо&pl;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
важный + @@лицо;semf='r:concr pt:partb pc:hum' semf2='r:concr t:hum hi:class';Ex:Черты лица Ex:Отдельные лица
конкретный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
определенный + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
иной + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
другой&pl + @@лицо&pl;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
прочий + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
некоторые + @@лица;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
первый&pl + @@лицо&pl;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
второй&pl + @@лицо&pl;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
третий&pl + @@лицо&pl;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
A&t:hier + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + из + 'числа';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]свита;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
круг + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
группа + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
число + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
список + [0..1]'@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
перечень + [0..1]'@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
один + из + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
каждый + из + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
NUM + или + более + '@@лиц';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
иск + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
ходатайство + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
обязанность + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
право + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
интерес&pl + [0..1]@@лицо&gen;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
ответственность + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
выдача + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
привлечение + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
отношение + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
имя/наименование + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
подпись + [0..1]@@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
S&r:abstr&t:speech + [0..1]@@лицо&gen;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
гражданин + CONJ + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]гражданин;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]организация;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]транспортный + средство;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]орган;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]свита;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
сведение + о + @@лице;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
данные + о + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
к/перед/с + третий + @@лицо;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [1..2]'национальности';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [1..2]'происхождения';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + 'моложе'/'старше';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + без + 'гражданства';semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + с + использование;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
@@лицо + [0..1]вправе;semf2='r:concr t:hum hi:class';Ex:Отдельные лица
длинный/широкий + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@A&r:poss&dt:animal + @@лицо;semf2='r:rel t:appearance der:shift dt:animal'||semf='r:concr pt:partb pc:hum';Ex:Черты лица
мрачный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@каменный + @@лицо;semf2='r:rel t:psych:emot der:shift'||semf='r:concr pt:partb pc:hum';Ex:Черты лица
усталый + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
спокойный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
холодный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
худой + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@зверский + @@лицо;semf2='r:qual t:manif:emot'||semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@страшный + @@лицо;semf2='r:qual t:manif:emot'||semf='r:concr pt:partb pc:hum';Ex:Черты лица
приятный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
красивый + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
прелестный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
хороший + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
мертвый + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
застывший + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
непроницаемый + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
сосредоточенный + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
удивленный + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
напряженный + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
заплаканный + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
озабоченный + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
чужой + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
неподвижный + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
породистый + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
улыбаться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
закрывать/открывать/прикрывать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
измучивать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
окровавливать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
отворачивать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
перекашивать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
скрывать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
сморщивать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
оборачиваться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
изменяться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
искажаться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
гореть + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
осунуться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
побледнеть/потемнеть + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
раскраснеться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
окаменевать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
сиять/просиять + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
вытирать/отирать/потирать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
выбрить + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
разбить + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
падать/упасть + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
опускать/поднимать/запрокидывать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
пылать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
смеяться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
утыкаться/утыкать/тыкаться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
смотреть/увидеть + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
показываться + [0..1]@@лицо&nom;semf='r:concr pt:partb pc:hum';Ex:Черты лица
прижиматься + [0..1]'@@лицом';semf='r:concr pt:partb pc:hum';Ex:Черты лица
V&loc:body + [0..1]'@@лицом';semf='r:concr pt:partb pc:hum';Ex:Черты лица
придавать + [0..1]'@@лицу';semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]вспыхивать;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]покрываться;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]искажаться;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]озаряться;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]отражаться;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]гореть;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]бледнеть/побледнеть;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]поражать;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]пробегать;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]S&t:psych:emot;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..1]напоминать;semf='r:concr pt:partb pc:hum';Ex:Черты лица
весь&sg + @@лицо&sg;semf='r:concr pt:partb pc:hum';Ex:Черты лица
черта&pl + [0..1]'@@лица';semf='r:concr pt:partb pc:hum';Ex:Черты лица
выражение + [0..1]'@@лица'/'@@лиц';semf='r:concr pt:partb pc:hum';Ex:Черты лица
цвет + '@@лица';semf='r:concr pt:partb pc:hum';Ex:Черты лица
бледность + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
овал + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
пол/половина + '@@лица';semf='r:concr pt:partb pc:hum';Ex:Черты лица
тип + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
слеза + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]слеза;semf='r:concr pt:partb pc:hum';Ex:Черты лица
пот + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]пот;semf='r:concr pt:partb pc:hum';Ex:Черты лица
рука + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]рука;semf='r:concr pt:partb pc:hum';Ex:Черты лица
ладонь + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]ладонь;semf='r:concr pt:partb pc:hum';Ex:Черты лица
кулак + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]кулак;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]шея;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]грудь;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]глаз;semf='r:concr pt:partb pc:hum';Ex:Черты лица
кожа + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
морщина + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]морщина;semf='r:concr pt:partb pc:hum';Ex:Черты лица
краска + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
крем + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]крем;semf='r:concr pt:partb pc:hum';Ex:Черты лица
платок + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]платок;semf='r:concr pt:partb pc:hum';Ex:Черты лица
рукав + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
одежда + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + [0..2]одежда;semf='r:concr pt:partb pc:hum';Ex:Черты лица
память + на + '@@лица';semf='r:concr pt:partb pc:hum';Ex:Черты лица
улыбка + [0..2]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
приближать + [0..1]'@@лицо';semf='r:concr pt:partb pc:hum';Ex:Черты лица
вглядываться + в + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
поворачивать/поворачиваться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
поднимать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
прятать/спрятать + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
утыкать/утыкаться + [0..1]@@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
по + [0..1]'@@лицу' + [0..1]видно;semf='r:concr pt:partb pc:hum';Ex:Черты лица
у + SPRO&gen + на + '@@лице';semf='r:concr pt:partb pc:hum';Ex:Черты лица
выражение + на + [0..1]'@@лице';semf='r:concr pt:partb pc:hum';Ex:Черты лица
выражение + в + [0..1]'@@лице';semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + t:time:age/t:time:age:max/t:time:age:min/t:time:age:abs + t:hum;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + у + SPRO&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
t:hum + c + '@@лицом';semf='r:concr pt:partb pc:hum';Ex:Черты лица
мой/твой/ваш/наш + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:psych:emot + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:physq:color + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:physq:form + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:physst + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:humq + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&t:size:min + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&dt:hum + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&dt:hum:kin + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&dt:hum:etn + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
A&dt:hum:supernat + @@лицо;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + t:hum&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + t:hum:kin&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + t:hum:etn&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + t:hum:supernat&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + (A/APRO)&gen + t:hum&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + (A/APRO)&gen + t:hum:kin&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + (A/APRO)&gen + t:hum:etn&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + (A/APRO)&gen + t:hum:supernat&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + у + t:hum&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
@@лицо + у + t:hum:kin&gen;semf='r:concr pt:partb pc:hum';Ex:Черты лица
NUM + '@@локтей';semf='r:abstr t:unit';Ex:10 локтей сукна
кусать + [0..1]@@локоть;semf='r:concr pt:partb pc:hum t:part pc:partb';Ex:Согнуть руку в локте
чувство + [0..1]'@@локтя';semf='r:concr pt:partb pc:hum t:part pc:partb';Ex:Согнуть руку в локте
по + @@локоть + в;semf='r:concr pt:partb pc:hum t:part pc:partb';Ex:Согнуть руку в локте
хождение + по + '@@мукам';semf='r:abstr t:psych:emot';Ex:Муки голода
танталов + @@мука;semf='r:abstr t:psych:emot';Ex:Муки голода
@@мук/'@@мукам'/'@@муками'/'@@муках';semf='r:abstr t:psych:emot';Ex:Муки голода
(A/APRO)&pl&(nom/acc) + '@@муки';semf='r:abstr t:psych:emot';Ex:Муки голода
за/на + '@@муки';semf='r:abstr t:psych:emot';Ex:Муки голода
сплошной/адский/душевный/сердечный/страшный/вечный/огненный/сладкий/добровольный/крестный/телесный/глубокий + @@мука;semf='r:abstr t:psych:emot';Ex:Муки голода
@@мука + адский/душевный/сердечный/неимоверный/вечный;semf='r:abstr t:psych:emot';Ex:Муки голода
костный/рыбный/клеверный/древесный/травяной/кровяной/доломитовый/известковый/хвойный + @@мука;semf2='r:concr t:stuff';Ex:Травяная м.
ложка + [0..1]'@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
мешок + [0..1]'@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
стакан + [0..1]'@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
г/'кг' + [A&gen&sg] + '@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
ст/'л' + '@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
t:unit + [0..1]'@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
A&t:physq:color + @@мука;semf='r:concr t:stuff';Ex:Пшеничная м.
A&r:rel&dt:plant + @@мука;semf='r:concr t:stuff';Ex:Пшеничная м.
добавлять + [0..1]@@мука;semf='r:concr t:stuff';Ex:Пшеничная м.
t:food + и + @@мука;semf='r:concr t:stuff';Ex:Пшеничная м.
@@мука + и + t:food;semf='r:concr t:stuff';Ex:Пшеничная м.
из + [0..1]'@@муки';semf='r:concr t:stuff';Ex:Пшеничная м.
в + '@@муку';semf='r:concr t:stuff';Ex:Пшеничная м.
@@мука + [A&gen] + S&gen&r:abstr;semf='r:abstr t:psych:emot';Ex:Муки голода
dt:animal + @@население;semf2='r:concr pt:aggr sc:animal der:shift der:metaph dt:aggr';Ex:Рыбное н. водоема
@@население + пруд/лагуна/муравейник;semf2='r:concr pt:aggr sc:animal der:shift der:metaph dt:aggr';Ex:Рыбное н. водоема
без + задний + @@нога;semf2='r:concr pt:partb pc:animal';
в + '@@ногах' + t:tool:furn;semf2='r:concr t:space der:shift';
t:loc/t:loc:body/t:move + в + '@@ногах';semf2='r:concr t:space pt:partb pc:hum der:shift';
путаться + в + '@@ногах';semf2='r:concr t:space pt:partb pc:hum der:shift';
в + '@@ногах' + у;semf2='r:concr t:space pt:partb pc:hum der:shift';
к + '@@ногам' + t:tool:furn;semf2='r:concr t:space der:shift';
у + '@@ног' + t:tool:furn;semf2='r:concr t:space der:shift';
@@нога + 'гроба';semf2='r:concr t:space der:shift';
крепко/твердо/прочно + стоять + на + '@@ногах';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
стоять/держаться/удерживаться + на + '@@ногах';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
переносить + [0..1]на + '@@ногах';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
вверх + '@@ногами';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
@@нога + за + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
@@ноги + не + держать;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
@@ноги + [0..2]не + 'будет'/'было';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
@@ног + под + 'собой'/'собою';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
не + V&ger&t:perc + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
подставлять + [0..2]'@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
протягивать + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
на + дружеский/короткий + @@нога&sg;semf2='sem:shift';
на + равный + @@нога;semf2='sem:shift';
на + широкий/большой/барский + @@нога;semf2='sem:shift';
еле/едва/насилу + '@@ноги' + V;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
еле/едва/насилу + V + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
одной + '@@ногой' + в + могила/гроб;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
@@нога + в + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
попадать + в + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
идти/шагать + [не] + в + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
в + '@@ногу' + с/со;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
кланяться/поклониться + в + '@@ноги';semf2='r:concr t:space pt:partb pc:hum der:shift';
t:move + [dat] + в + '@@ноги';semf2='r:concr t:space pt:partb pc:hum der:shift';
вставать/подниматься + на + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
ставить/поставить/поднимать + на + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
стать + на + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
хромать/захромать/хромота + на + 'обе' + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
по + 'рукам' + и + '@@ногам';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
вертеться/крутиться/путаться + [0..2]под + '@@ногами';semf2='r:concr t:space pt:partb pc:hum der:shift';
валиться/валить/падать + с + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
не + с + 'той' + @@ноги;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
сбиваться + с + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
сбиваться + с + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
с + '@@ног' + сбиваться;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
ни + в + 'зуб' + '@@ногой';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
со + 'всех' + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
c + 'головы' + до + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
с + '@@ног' + до + 'головы';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
с + '@@ног' + на + 'голову';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
с + 'руками' + и + '@@ногами';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
руками + и + '@@ногами';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
в + '@@ногах' + 'правды' + нет;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
земля + гореть + под + '@@ногами';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
уходить/выбивать + [0..2]из-под + '@@ног';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
почва + под + '@@ногами';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
легкий/тяжелый + на + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
один + @@нога + здесь;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
черт + '@@ногу' + 'сломит'/'сломает';semf='r:concr pt:partb pc:hum:supernat';
у + APRO&r:poss + '@@ног';semf2='r:concr t:space pt:partb pc:hum der:shift';
у + '@@ног' + APRO&r:poss;semf2='r:concr t:space pt:partb pc:hum der:shift';
у + '@@ног' + S&gen;semf2='r:concr t:space pt:partb pc:hum der:shift';
к + APRO&r:poss + '@@ногам';semf2='r:concr t:space pt:partb pc:hum der:shift';
к + '@@ногам' + APRO&r:poss;semf2='r:concr t:space pt:partb pc:hum der:shift';
t:move + к + [0..1]'@@ногам';semf2='r:concr t:space pt:partb pc:hum der:shift';
@@нога/'@@ногу' + на + '@@ногу';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
[волк] + '@@ноги' + кормить;semf2='r:concr pt:partb pc:animal';
@@ноги + в + 'руки';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
давай + бог + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
с + '@@ног' + долой;semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
делать/сделать + '@@ноги';semf='r:concr pt:partb pc:hum';Ex:Правая, левая н.
прямо + под + '@@ноги';semf2='r:concr t:space pt:partb pc:hum der:shift';
под + @@ногами + у;semf2='r:concr t:space pt:partb pc:hum der:shift';
на + три/четыре + @@нога;semf2='r:concr pt:partb pc:animal r:concr pt:part pc:tool:furn pc:tool:device';Ex:Стул на трех ногах
на + глиняный/гипсовый + '@@ногах';semf2='r:concr pt:part pc:X';
на + курий + '@@ногах';semf2='r:concr pt:part pc:X';
металлический/никелированный/никелевый/платиновый/медный + @@нога;semf2='r:concr pt:part pc:X';
бронзовый + @@нога;semf='r:concr pt:partb pc:hum' semf2='r:concr pt:part pc:X';Ex:Правая, левая н.
задний/передний + @@нога;semf2='r:concr pt:partb pc:animal';
@@нога + t:animal&gen;semf2='r:concr pt:partb pc:animal';
@@нога + (A/APRO)&gen + t:animal&gen;semf2='r:concr pt:partb pc:animal';
@@нога + t:tool:furn&gen;semf2='r:concr pt:part pc:tool:furn';
@@нога + шасси&gen;semf2='r:concr pt:part pc:X';
@@нога + флюгер&gen;semf2='r:concr pt:part pc:X';
@@нога + статуя&gen;semf2='r:concr pt:part pc:X';
@@нога + вышка&gen;semf2='r:concr pt:part pc:X';
идентификационный/инвентарный/регистрационный/личный/кодовый/кадастровый/порядковый + @@номер;semf='r:abstr';Ex:Н. облигации
абонентский/телефонный/мобильный/городской/домашний/местный + @@номер;semf='r:abstr';Ex:Н. облигации
dt:time:month + @@номер;semf2='r:concr t:text t:media';Ex:Последний н. журнала
ближайший + @@номер;semf2='r:concr t:text t:media';Ex:Последний н. журнала
завтрашний/вчерашний/сегодняшний + @@номер;semf2='r:concr t:text t:media';Ex:Последний н. журнала
